Content,Label
negara kenal negara kenal konsen hubungan seksual orang diatas dibawah negara pemerkosaan,2
kamu peran < I-PER/>ancelotti main twitter kemarin udah bodoh sopan,1
histeris dikatakan bodoh drun pinternya dimanaa,2
aduh pgn skip kerja anjing tapi aku gamasuk nnt atasan aku kejang anxiety attack like legit hell pass out for being too overwhelmed,1
bacot kamu eyak war kacung,3
yes ayo mas,4
buzzer,3
tai kamu aku cuman ngungkapin kekeselan aku anjing kamu norak,1
aku ngelepas orang hes deserved lebih baik aku sayang ngerasa worth mikirnya emang sia sia beda < I-PER/>agama kak,4
nikah beda < I-PER/>agama menikah keturunan meningkatkan derajat status so,4
begitu islam < I-LOC/>nusantara pernyataan penganutnya menyesatkan islam garis lurus mengenal guskiyai nu haram mengikuti guskiyai nu sesat gayanya pakaian < I-LOC/>yaman kadal gurun pakai blankon < I-LOC/>nusantara,2
isu pemukulan warga < I-LOC/>papua upaya provokasi ganggu keamanan < I-LOC/>papua,3
< I-LOC/>samosir ayo lihat terjebak narasi buzzerbuzzer rupiah pembenci < I-PER/>anies pohon,3
runtuh sampe tetep kuat presiden < I-PER/>agama dipake kedok garong duit apbd < I-LOC/>dki hasut umat pecah belah mengaku ulama tapi hobinya pesan mesum dikabulin doanya udah demo berjilid rintuh yp sampe sekarsng masih utuh kuat,2
ni gwi nam mati udah daah happy ending anjing,1
florida ast< I-PER/>aga bodoh sekali aku usaha siang malam susah sekali dari uda mual hamil asam lambung haid manusia jahat sekali,1
pesan duluan udah kek anjing,1
ciyeeee buzzer kafir coba nutupin komen,3
judulnya bawabawa < I-PER/>agama min baca berita media tidak nyebutkan < I-PER/>agama,4
< I-PER/>loren ngeles ngeles tai anjing,1
benar waw korban pelecehan kelas sd takut dibunuh dimutilasi ditipu dirampok diculik dihilangkan takut keluarga kepikiran nyariin kehilangan akuuuu pokoknya takut ketemuan orang asing sejujurnya teh,1
tv dari gbr orang mn boneka mn korlap demo mn majikan kamu b< I-PER/>ag nasbung pong,4
bodoh tapi kayak begitu nyusahin orang jatohnya huh kaya parasitisme kamu,1
kamu menghafal kitab kamu aku ku belum mengerti dalam kitab kamu drun kadal gurun,2
zakat jenis zakat fitrah zakat maal udah bedanya zakat maal zakat dikenakan jenis harta zat substansi perolehannya bertentangan ketentuan < I-PER/>agama,4
takut sekali bangun tidur baca timeline isinya omom tua bangkotan obsessed histori seksual anak umur,4
zionis < I-LOC/>palestina kadal gurun dimari sejenis s< I-PER/>ono mengatasnamakan yahudi dimari mengatasnamakan islam bedanya dimari semoga berkuasa,2
of course bah< I-PER/>agiaa carat sebong temenmu sendiriann ayo semangat kebah< I-PER/>agiaan menunggumu,4
lele waspada wnk < I-LOC/>yaman < I-LOC/>yaman pesekkadal gurun domestiklokal komunis teriak < I-LOC/>pki dn < I-PER/>aidit gembong < I-LOC/>pki wnk < I-LOC/>yaman komunis < I-LOC/>yaman dibawa masuk dibalut < I-PER/>agama,2
demo karna dokumen esdm benar formula wkkwkw,3
pardede bahrawi radikal adu debat radikal menang kamu drun kadal gurun bodoh,2
ilmu < I-PER/>agama paham tugas lakilaki rumah tangga malu foto profilenya pakai peci sudah gelarnya diangkut yasudah,4
suami berdosa ma nkmpu nak sediakan ayah isteri naikkan tangga gaji cepat nafkah isteri kena na,4
istilah intoleran gaungkan maksud pemeluk < I-PER/>agama mencurigai umat islam membenci tujuannya suara nga bersatu memilih rakyat terprovokasi nga rakyat tipu daya,2
percaya gurame fandom kamu sampe hujat jennie heran bodoh cepat nerima info palsu,1
parcox memakmurkan suci kaya tidak ada < I-PER/>agama islam taro toa biji pas pintu rumah kamu nikmatin cuma bisa ngomong kalau rumah kamu mesjidnya,2
parah dsana dsini verbal dsana sudah main fisik smpe pelecehan,1
oh iyaada body shamming buzzer berbobot yak oma kudu kenalan sama henes nyadar keling imut,3
islamophobia ekstrem paderi hindutva umat islam menyeru penganut hindu menguasai < I-LOC/>mekah melemahkan penguasaan < I-PER/>agama islam,2
lhu kafir < I-PER/>agama pemeluk < I-PER/>agama bodoh dipiara,2
bud angkat sara salah kamu lihat sepenggal kamu imbangi kasarnya < I-PER/>agama nyerang islam kamu suka islam,2
bahrawi bodoh jangaj dipertontonkan medsos bodoh kebangetan dihubungkan < I-LOC/>papua separatisme teroris beda dongo,1
yati anjing aku trauma waluhnya gapapa,1
sakit bangett anjing,1
anjing aku kena spoiler dont lie,1
maret diresmiin april keciduk pejabat bodoh sekali,1
anjing serius,1
bodoh kau ikutan demo kepentingan lahan ganti rugi kadrunnnndikasih,3
dm langsung kak operatornya out of topic buzzer,3
ayo just like me fr fr,4
< I-PER/>fpi demo keditaan cina,3
tidak rasis tapi menghina aktornya pdhl tidak suka tinggal skip filmnya ribet apalgi smpe ngirim base sudah ujungnya banyak menghina aktor hadeh,2
vid persekusi < I-LOC/>sumbar muka fanatisme < I-PER/>agama arb ateismenya meningkat pesat,4
muncung buzzer < I-PER/>anies mingkem teroris begini ya,3
ngantuk banget anjing sehari cuma tidur jam k< I-PER/>aga tipes gua,1
kirain tuyul ambil uang denda buku kapus gua anjing kemarin kepergok alasannya nukerin koperasi uang pecah iyain,1
buzzer < I-PER/>aniestp demokarat < I-PER/>luluhlantakan ma apa < I-PER/>anaspencapresan < I-PER/>anies g< I-PER/>agal,3
taxi driver case kayak arc lookism tertawa < I-PER/>agama sesat gunain anak jualbeli appartement club narkotika final case lawan black sun sampanye diangkutangkut begitu kayak arc vivi club awokwokwok,4
